left.context	keyword	right.context	annotator	annotator2
n't showing any signs, but I'm scared. I think it's	really bad	. '' '' She's not alone, '' the man said. His cold	0	
'' Maybe put some soccer players up for a while. The Brazilian team's	really good	. '' He was just beginning to doze off in her arms, when	0	
You certainly look marvellous. I wish I had a fur coat. Just one	really good	thing makes such a difference. If you've got one good thing you	1	
'' What's he have to look forward to? Maybe, if he's	really good	, he'll become a headwaiter. '' '' What's wrong with that	0	
cases together on the Web -- whatever flavor extremism they are -- is a	really bad	thing. More information may not be a good thing, either. As recently	1	
've brought you something hot to drink, '' she said. '' That's	real good	of you, Aunt Kate, '' was the cheerful reply. '' But	0	
been hurt? '' I asked the cop. '' Someone's been hurt	real bad	. '' He took a step toward me, edging in front of his buddy	0	
, and brought heart love as its reward. It was one of her ''	real good	times. '' Mr. Armstrong talked and read with them, and gave hand	1	
I expected to witness such a display of fine statesmanship. It made me feel	real good	when the Governor said he thought something should be done and told us to	0	
'' a young voice said in reply. '' It, um, it feels	real good	, Speed. Real good. '' Macklin became very still. He could	0	
Take my chair, Miss Leafy. This is the first time I had a	real good	look at you, but I declare, already, I would rather all	1	
worked and the two clicked instantly, she says. '' My husband is a	real good	thinker. We can go really deep in about two seconds flat. ''	1	
and concrete during the process of setting and hardening; but with any cement of	really good	quality, this shrinkage is not so great as to prove objectionable. Another	1	
, gee, a lot of people are doing fine. They're doin'	real good	. And me -- look at me: I got nothin'. And	0	
previous missions you've flown. &nbsp; BLYTHE (scowling) Did they check up	real good	on this fellow Balt? -- 90C -- Griff knows Cowboy is rattled.	0	
, but no one has sufficient time to do a thorough job. Since no	really good	new ideas are produced, the necessary appropriations for advertising and producing the poorly	1	
, regardless. I understand some of the damned souls in other regions are	really bad	. '' '' That man gave you his coat, '' Mym persisted. ''	0	
avoid antacids that contain it. But, frankly, when my heartburn gets	really bad	, I capitulate and take whatever will give me relief -- whether or not it	0	
During the question-and-answer period, '' I ask the company to plant four or five	real good	questions, '' says Riley. '' Then, I try answer them with	1	
face him. '' Now it's my turn to talk! You had a	real good	time, didn't you, standing up there in the middle of the	1	
day she insisted on taking Waldo up town to Brooks' and buying him a	really good	suit. All the same she had been telling herself for some time that	1	
&nbsp; EAGLE (thinking it over carefully) Candy mauve, huh? Might look	real good	if you hit him with a taxi yellow' 52 Nash. Sort of	0	
'' Aw, '' cried Billy, '' don't torment her. She cooks	real good	. '' '' Who says it ain't decent to see a pore gal	0	
problems with the new generator system planned for Energy Island And I've got some	really good	news for everybody, because tonight's the night! Our own dear Hoak	1	
call you later to get the exact time. OK? Listen I have a	really good	feeling about this one. I think this is the big break. I	1	
Want to give yourself a	really good	headache? One of those **56;13026;TOOLONG affairs? Try installing two brand-new operating systems	1	
a terror, '' declared Bunt, solemnly, '' and when he was in	real good	form there wa'n't a man south o' Leadville dared to call his	1	
from your local watchmaker or Mason &; Sullivan (see below). And the	really good	secret is that you don't oil the cogs of the gears? just	1	
it, '' O'Connell says. '' But that would be the sign of a	really good	release for adults as well. '' '' World music '' and a cappella	1	
free and... And I think, Maybe we are crazy. But crazy's	really good	. Then Leo says, '' Okay, now what? '' Max and	0	
Some of them still go to Mass, sometimes with me on that rare,	really good	Sunday. But some of them never go. The day just passes,	1	
OFF and the race starts. Immediately, the swimmers spread out. Some are	really good	and others are doing this just for the fun - like a good marathon	0	
mighty smart lady running the place. She said to me -- she spoke English	real good	-- she said, You're Americans, aren't you?' and	0	
sat and fooled. Turkey Nothing but sputtering on the radio. Nobody had a	really good	one that could pick up stations in Europe or far off. Phones dead	1	
time. It was 1982 when Prince released a song predicting nuclear armageddon or a	really good	party -- depending on how you read it -- on New Year's Eve	1	
looking on and reflectively picking her teeth with a pin. '' She's a	real good	worker, Geraldine is, '' she remarked with a sniff, '' I	1	
, who else could I expect to come to-night? You were the only one	really good	to me. You -- you acted as if you believed in me all	0	
look? LIEUTENANT CUTLER What? CAPTAIN WEEMS My past. LIEUTENANT CUTLER It looks	real good	, Rick. Warm. Human. CAPTAIN WEEMS Are you positive? LIEUTENANT	0	
removed. However, that would harm others beside himself, and do me no	real good	, and so I let him stay. I went next to the Secretary	NA	
and hemp, all of which you're likely to spill on yourself at a	really good	party. It's like camo for a lost weekend! WWW.BLUEFLY.COM  #  The	1	
It's flattering, but then you're like, Wait till I do something	really good	and then you can build these pages-you know what I mean? '' (	0	
and 45 minutes later, all hell broke lose out here. We had	real bad	weather and the captain did beautifully. We didn' t lose any anchor.	1	
think about how much of a waste of time it is to do something	really bad	. ''  #  '' My grandfather is probably the most important person in my life	0	
.) All of a sudden I have to pee too. I mean	really bad	like she has to. So I whip my pants down and crouch down right	0	
brightening, and now she darted a smile at him. '' But Tobe's	real good	, '' she went on. '' He so much like yo pa.	0	
, Spain, she would see them all. One could live very reasonably in	really good	pensions abroad, she had been told. And then, some day,	1	
was, and this one had dug the sergeant's troop out of a	really bad	scrape three days before. He watched the officer sprint fifty yards to the waiting	1	
, but it remained serviceable. No glove needed. '' These look good,	real good	, '' she said to Michael Carter  #  It wasn't just the analyses	0	
took off that day about dark and Lieutenant Bridges got the plane off the ground	real good	and Lieutenant Gardella letthe wheels up and done a right good job of it	0	
Now I'm not from Orange County like some judges I could name,	really bad	reactionaries, care for nothing but fundamentals. You can tell me if you've	1	
, do you not see that when you come to speak of that which is	really good	, you are compelled to describe your ideal human being? It is the	0	
there, the well-groomed clubman of thirty; a little cynical perhaps, but a	really good	fellow for all that, and undeniably fond of Condy. But somewhere with	1	
They rolled and tumbled, and were, to all appearances, out for a	real good	time. The whale kept away from them, toward the northern side of	1	
sure as hell isn't me. Whoever wanted to muddy the issue did a	really good	job. I'm tired as hell. I give up. I'm	1	
brilliant, even if his timing was horrible.  #  '' General Homes was a	real good	home builder, '' Lusk said. '' They knew that was a good	1	
important, '' Alan said, breaking a long uncomfortable silence. '' It's	really good	of you to take all this time, but I wouldn't want to	0	
, and spun sugar to rest in instead of cottonwool -- for you know that	really good	fruit here comes packed in cotton wool, as if it were a doll	1	
